,price,mileage,registration_date,engine_power,brand,model,registration_year,colour,type,fuel_type,is_after_accident,engine_size
1200,"
€ 8.890,-
",48.193 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,no_data
1201,"
€ 8.890,-
",50.000 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
1202,"
€ 8.915,-
",28.147 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1203,"
€ 8.950,-
",48.000 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Benzin,,"
1.248 cm³
"
1204,"
€ 8.965,-
",28.624 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1205,"
€ 8.980,-
",51.000 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,"
1.248 cm³
"
1206,"
€ 8.990,-
",60.000 km,11/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Benzin,,no_data
1207,"
€ 8.990,-
",42.335 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1208,"
€ 8.990,-
",48.000 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Benzin,"
09/2020
","
1.248 cm³
"
1209,"
€ 8.990,-
",39.211 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1210,"
€ 8.990,-
",50.950 km,08/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
1211,"
€ 8.990,-
",46.000 km,05/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,,no_data
1212,,38.700 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1213,,36.300 km,08/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1214,,36.500 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,no_data
1215,"
€ 8.990,-
",48.300 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,no_data
1216,"
€ 8.990,-
",47.030 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1217,"
€ 8.990,-
",44.549 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Benzin,,"
1.248 cm³
"
1218,"
€ 8.995,-
",54.000 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1219,"
€ 8.999,-
",25.030 km,07/2019,54 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1220,,17.485 km,06/2019,54 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1221,"
€ 9.150,-
",46.000 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Benzin,,"
1.248 cm³
"
1222,"
€ 9.285,-
",39.550 km,03/2019,55 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1223,"
€ 9.285,-
",38.220 km,04/2019,55 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1224,"
€ 9.285,-
",37.940 km,06/2019,55 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1225,"
€ 9.285,-
",38.120 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1226,"
€ 9.285,-
",42.385 km,06/2019,55 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1227,"
€ 9.285,-
",39.045 km,07/2019,55 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1228,"
€ 9.285,-
",38.645 km,08/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1229,"
€ 9.285,-
",39.885 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1230,"
€ 9.289,-
",42.000 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
1231,"
€ 9.290,-
",53.800 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1232,"
€ 9.290,-
",35.000 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1233,"
€ 9.315,-
",25.945 km,07/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1234,"
€ 9.340,-
",52.120 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
1235,"
€ 9.390,-
",40.000 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Super E10 95,,"
1.248 cm³
"
1236,"
€ 9.399,-
",28.562 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,no_data
1237,"
€ 9.450,-
",30.800 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,"
1.248 cm³
"
1238,"
€ 9.450,-
",32.000 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Super E10 95 / Super Plus E10 98 / Super Plus 98,"
12 Monate
","
1.248 cm³
"
1239,"
€ 9.450,-
",26.776 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1240,"
€ 9.475,-
",41.980 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,no_data
1241,"
€ 9.489,-
",39.920 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1242,"
€ 9.489,-
",35.210 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1243,"
€ 9.490,-
",38.900 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1244,"
€ 9.490,-
",45.700 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1245,"
€ 9.490,-
",41.800 km,05/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1246,"
€ 9.490,-
",27.000 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
1247,"
€ 9.490,-
",37.827 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,no_data
1248,"
€ 9.499,-
",37.900 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1249,"
€ 9.500,-
",48.000 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,"
1.248 cm³
"
1250,"
€ 9.500,-
",48.325 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Benzin,no_data_about_accident,no_data
1251,"
€ 9.575,-
",34.619 km,03/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Benzin,,no_data
1252,"
€ 9.590,-
",38.200 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,no_data
1253,"
€ 9.590,-
",49.042 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1254,"
€ 9.600,-
",29.000 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1255,"
€ 9.600,-
",27.700 km,03/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1256,"
€ 9.615,-
",22.541 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1257,"
€ 9.650,-
",39.500 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Benzin,,"
1.248 cm³
"
1258,"
€ 9.650,-
",22.500 km,02/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
4
"
1259,"
€ 9.690,-
",29.720 km,03/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Benzin,,no_data
1260,"
€ 9.690,-
",45.250 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,"
1.248 cm³
"
1261,"
€ 9.690,-
",26.600 km,04/2019,55 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,no_data_about_accident,"
Front
"
1262,"
€ 9.740,-
",27.800 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Benzin,,"
1.248 cm³
"
1263,"
€ 9.777,-
",44.000 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,,no_data
1264,"
€ 9.790,-
",40.000 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1265,"
€ 9.790,-
",33.200 km,04/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1266,"
€ 9.790,-
",36.100 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,no_data
1267,"
€ 9.825,-
",29.550 km,07/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.200 cm³
"
1268,"
€ 9.874,-
",25.000 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1269,,24.500 km,08/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,,no_data
1270,"
€ 9.890,-
",26.250 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1271,"
€ 9.890,-
",26.250 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1272,"
€ 9.900,-
",25.000 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1273,"
€ 9.900,-
",24.500 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1274,"
€ 9.950,-
",36.150 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,,"
1.248 cm³
"
1275,"
€ 9.970,-
",8.970 km,10/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1276,"
€ 9.979,-
",34.476 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1277,"
€ 9.979,-
",42.242 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1278,"
€ 9.979,-
",38.682 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1279,"
€ 9.979,-
",47.139 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1280,"
€ 9.979,-
",38.682 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1281,"
€ 9.990,-
",34.000 km,08/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1282,"
€ 9.990,-
",23.250 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,"
1.248 cm³
"
1283,"
€ 9.990,-
",10.000 km,01/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1284,"
€ 9.990,-
",39.400 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1285,"
€ 9.990,-
",48.665 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,no_data
1286,"
€ 9.990,-
",39.463 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,no_data
1287,"
€ 9.990,-
",10.000 km,05/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1288,"
€ 9.990,-
",36.256 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,,no_data
1289,"
€ 9.990,-
",19.325 km,07/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1290,"
€ 9.990,-
",29.900 km,03/2019,55 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1291,"
€ 9.995,-
",28.000 km,03/2019,55 kW,Hyundai,i20,2019,Braun,Limousine,Super 95 / Super E10 95 / Super Plus 98 / Super Plus E10 98,"
02/2020
","
1.248 cm³
"
1292,"
€ 9.999,-
",5.250 km,03/2019,55 kW,Hyundai,i20,2019,Braun,Limousine,Benzin,,"
1.248 cm³
"
1293,"
€ 10.000,-
",25.220 km,05/2019,55 kW,Hyundai,i20,2019,Silber,Limousine,Super E10 95,no_data_about_accident,"
1.248 cm³
"
1294,"
€ 10.290,-
",23.200 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1295,"
€ 10.350,-
",40.500 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1296,"
€ 10.370,-
",17.825 km,10/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Benzin,,"
1.248 cm³
"
1297,"
€ 10.390,-
",9.700 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1298,"
€ 10.400,-
",12.690 km,12/2019,55 kW,Hyundai,i20,2019,Grau,Kleinwagen,Benzin,,no_data
1299,"
€ 10.450,-
",41.000 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Benzin,"
10/2020
","
1.248 cm³
"
1300,"
€ 10.470,-
",10.891 km,12/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
1301,"
€ 10.610,-
",23.045 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1302,"
€ 10.670,-
",20.400 km,03/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1303,"
€ 10.690,-
",4.500 km,08/2019,55 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,,"
4
"
1304,"
€ 10.690,-
",27.982 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,no_data
1305,,50 km,10/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,,"
1.248 cm³
"
1306,"
€ 10.690,-
",27.100 km,04/2019,55 kW,Hyundai,i20,2019,Braun,Kleinwagen,Super 95,,no_data
1307,"
€ 10.720,-
",25.419 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1308,"
€ 10.750,-
",35.314 km,03/2019,55 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 / Super E10 95,no_data_about_accident,"
1.248 cm³
"
1309,,10 km,07/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1310,"
€ 10.890,-
",26.000 km,02/2019,55 kW,Hyundai,i20,2019,Blau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1311,"
€ 10.890,-
",22.651 km,02/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super E10 95,no_data_about_accident,"
1.248 cm³
"
1312,"
€ 10.896,-
",13.582 km,03/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1313,"
€ 10.900,-
",7.734 km,02/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1314,"
€ 10.900,-
",13.181 km,02/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1315,"
€ 10.900,-
",16.043 km,02/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1316,"
€ 10.930,-
",10.102 km,06/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 / Super E10 95,,"
1.248 cm³
"
1317,"
€ 10.977,-
",10.822 km,03/2019,62 kW,Hyundai,i20,2019,Kleinwagen,Schaltgetriebe,,,"
1.248 cm³
"
1318,"
€ 10.990,-
",9.300 km,09/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1319,"
€ 10.990,-
",10.119 km,06/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1320,"
€ 10.990,-
",50 km,09/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1321,"
€ 10.990,-
",24.330 km,03/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Benzin,,no_data
1322,"
€ 10.990,-
",8.846 km,08/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
1323,"
€ 10.990,-
",2.393 km,10/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Super Plus 98,"
Ja
","
1.248 cm³
"
1324,,50 km,09/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1325,,10 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1326,,50 km,10/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98,"
Ja
","
1.248 cm³
"
1327,"
€ 10.990,-
",7.287 km,09/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1328,"
€ 10.999,-
",47.000 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Normal/Benzin 91 / Super E10 95 / Super Plus E10 98 / Super 95 / Super Plus 98 / Normal/Benzin E10 91,"
12 Monate
","
1.248 cm³
"
1329,"
€ 10.999,-
",150 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.233 kg
"
1330,"
€ 11.000,-
",10.261 km,03/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,,"
1.248 cm³
"
1331,"
€ 11.200,-
",6.547 km,02/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
1332,"
€ 11.200,-
",10 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1333,"
€ 11.200,-
",7.000 km,04/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1334,"
€ 11.200,-
",18.000 km,03/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1335,"
€ 11.250,-
",50 km,08/2019,61 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,"
1.250 cm³
"
1336,"
€ 11.270,-
",7.918 km,12/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super E10 95 / Super 95 / Super Plus 98 / Super Plus E10 98,,"
1.248 cm³
"
1337,,50 km,09/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1338,"
€ 11.340,-
",6.512 km,02/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1339,"
€ 11.390,-
",15 km,10/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,"
1.248 cm³
"
1340,"
€ 11.390,-
",2.499 km,10/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,"
1.248 cm³
"
1341,"
€ 11.390,-
",- km,08/2019,62 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
1342,"
€ 11.430,-
",9.580 km,06/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1343,"
€ 11.480,-
",15.780 km,01/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,,"
1.248 cm³
"
1344,"
€ 11.490,-
",14.541 km,05/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,no_data_about_accident,no_data
1345,"
€ 11.490,-
",12.522 km,06/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1346,"
€ 11.490,-
",12.065 km,05/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1347,"
€ 11.490,-
",3.950 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Benzin,,"
1.248 cm³
"
1348,"
€ 11.490,-
",15.336 km,04/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1349,"
€ 11.490,-
",20.642 km,08/2019,55 kW,Hyundai,i20,2019,Schwarz,Sonstige,Normal/Benzin 91,no_data_about_accident,no_data
1350,"
€ 11.490,-
",15.204 km,05/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1351,"
€ 11.490,-
",14.378 km,04/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1352,"
€ 11.490,-
",12.210 km,05/2019,62 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,no_data
1353,,10 km,12/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1354,"
€ 11.490,-
",6.660 km,12/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 (Rußpartikelfilter),no_data_about_accident,"
1.248 cm³
"
1355,"
€ 11.500,-
",19.245 km,03/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1356,"
€ 11.500,-
",14.271 km,03/2019,62 kW,Hyundai,i20,2019,Braun,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1357,"
€ 11.500,-
",11.927 km,02/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1358,"
€ 11.500,-
",12.474 km,04/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,,"
1.248 cm³
"
1359,"
€ 11.510,-
",22.000 km,06/2019,74 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 (Rußpartikelfilter),,"
1.239 kg
"
1360,"
€ 11.650,-
",26 km,09/2019,55 kW,Hyundai,i20,2019,Blau,Kleinwagen,Normal/Benzin E10 91,,"
1.249 cm³
"
1361,"
€ 11.680,-
",15 km,11/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1362,"
€ 11.690,-
",10 km,12/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Super 95,,no_data
1363,"
€ 11.690,-
",4.187 km,12/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 (Rußpartikelfilter),no_data_about_accident,"
1.248 cm³
"
1364,"
€ 11.690,-
",15 km,11/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1365,"
€ 11.700,-
",15.065 km,03/2019,62 kW,Hyundai,i20,2019,Blau,Limousine,Super E10 95 / Super 95,,"
1.248 cm³
"
1366,"
€ 11.700,-
",11.508 km,03/2019,62 kW,Hyundai,i20,2019,Braun,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1367,"
€ 11.780,-
",8.969 km,03/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super E10 95 / Super 95,no_data_about_accident,"
1.248 cm³
"
1368,"
€ 11.790,-
",17.516 km,03/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
1369,"
€ 11.790,-
",19.400 km,02/2019,62 kW,Hyundai,i20,2019,Silber,Limousine,Benzin,,"
1.248 cm³
"
1370,"
€ 11.790,-
",- km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95 / Super Plus 98,,"
1.248 cm³
"
1371,"
€ 11.800,-
",279 km,05/2019,62 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
1372,"
€ 11.850,-
",17.300 km,12/2019,62 kW,Hyundai,i20,2019,Weiß,Limousine,Super E10 95,,"
1.248 cm³
"
1373,"
€ 11.885,-
",10 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,"
60 Monate
","
1.248 cm³
"
1374,"
€ 11.890,-
",50 km,12/2019,55 kW,Hyundai,i20,2019,Rot,Limousine,Super 95,,"
1.248 cm³
"
1375,"
€ 11.890,-
",3.500 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1376,"
€ 11.890,-
",3.500 km,12/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
1377,"
€ 11.890,-
",10 km,09/2019,55 kW,Hyundai,i20,2019,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1378,"
€ 11.900,-
",28.502 km,08/2019,55 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
1379,"
€ 11.950,-
",200 km,11/2019,55 kW,Hyundai,i20,2019,Weiß,Kleinwagen,Super 95,,no_data
1380,"
€ 11.950,-
",16.000 km,02/2019,62 kW,Hyundai,i20,2019,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
1381,"
€ 11.970,-
",23.977 km,03/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1382,"
€ 11.980,-
",16.500 km,12/2019,62 kW,Hyundai,i20,2019,Rot,Limousine,Super 95 (Rußpartikelfilter),,"
1.248 cm³
"
1383,"
€ 11.989,-
",7.874 km,04/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1384,"
€ 11.989,-
",12.881 km,04/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
